date	SBER	SBERP	GAZP	LKOH	MGNT	SNGS	SNGSP	GMKN	ROSN	VTBR	TATNP	TRNFP	MTSS	ALRS	MOEX	CHMF	POLY	BANE	BANEP	AFKS	RTKMP	NLMK	HYDR	PHOR	MFON	PIKK	URKA	FEES	AFLT	MAGN	RUAL	UPRO	LSRG	MVID	LNTA	AGRO	DIXY	RSTI	NKNC	CBOM	VSMO	GCHE	MICEX	MIACR	USDCB	USDTOD
15.04.2005	18,17	8,905	79,93	964,51		20,3	15,8	1605,5			26,731	23300	196,6								44,96								42,8												3345		602,71	0,83	27,8291	
18.04.2005	17,799	8,65	79,93	947,55		19,87	15,291	1565			26	23300	192								44,37								42,3												3345		591,12	0,89	27,8291	
19.04.2005	17,988	8,7975	79,93	945,1		20,1	15,463	1603,55			26,03	23200	192								44,7								42,9												3345		596,36	0,88	27,8222	
20.04.2005	17,97	8,79	80	943,5		20,02	15,644	1580,01			26,95	23100	189								46								42,45												3345		594,91	1,15	27,7543	
21.04.2005	18,065	8,807	78,79	959,99		20,157	15,496	1615			27,35	23630	191,5								47,06								42,39												3345		603,79	1,2	27,7241	
22.04.2005	18,20599	8,8975	78,8	972		20,35	15,262	1611			27,1	23699,99	196,5								47,05								42,59												3345		609,78	1,29	27,7074	
25.04.2005	18,18	8,88	79	978,5		20,259	15,48	1621			27,01	23401,12	195,65								46,96								42,03												3345		611,5	1,85	27,7074	
26.04.2005	18,10201	8,9125	79,32	972		19,97	15,44	1618			26,211	23502	194,5								46,73								41,9												3345		605,85	1,62	27,7463	
27.04.2005	17,89	8,9	79,8	954,97		19,69	15,53	1568			26,49	22500	189,61								46,31								41,41												3345		594,89	1,35	27,7586	
28.04.2005	17,92999	8,95	79,4	950,5		19,7	15,6	1572			25,98	22200	187								46,5								41,28												2811		595,68	1,94	27,8055	
29.04.2005	17,961	8,9	79,05	941,5		19,49	15,789	1558,87			25,501	22200	183								46,4								41,35												2811		593,88	5,54	27,794	
03.05.2005	18,27	9,0185	79,18	942,45		19,579	15,6	1573			25,15	21650	185,6								46,13								40,94												2811		597,45	1,95	27,794	
04.05.2005	18,349	9,1555	79,24	941		19,62	15,47	1580			25,149	21800	188,76								46,28								40,71												2811		598,14	1,12	27,8364	
05.05.2005	18,126	9,23	79,39	944,8		19,73	15,412	1583,5			25,378	22250	190,64								46,2								41,75												2970		599,49	1,15	27,7896	
06.05.2005	18,065	9,1005	78,38	949		19,43	15,341	1587,6			25,246	22275	191,1								45,9								41,64												2970		597,21	1,97	27,7845	
11.05.2005	17,7	8,945	78	931		19,215	14,96	1592			24,799	21400	187,99								41,94								41,49												2970		589,25	1,44	27,7845	
12.05.2005	17,723	8,9405	77,5	920		19,25	14,565	1575,2			24,879	21105	184,5								41,58								41,3												2970		581,56	1,05	27,816	
13.05.2005	17,874	9,0265	76,16	901,75		19,27	14,47	1550			24	21295	183,4								42,14								43,59												3100		580,04	1,23	27,8677	
14.05.2005	17,82	8,97	76,4	900,49		19,261	14,412	1544,02			23,97	21200	186								41,9								42,29												3100		578,76	1,08	27,9237	
16.05.2005	17,52	8,9375	73,96	882,5		18,685	14,3	1501,02			23,5	20700,11	179								40,4								42												3100		564,43	1,99	27,9237	
17.05.2005	17,98	9,085	78,77	926,98		19,179	14,7	1552,99			24,25	21350	184								41,38								42,99												3100		587	2,58	28,0223	
18.05.2005	18,01001	9,0795	79,8	931,81		19,23	14,61	1540			24,579	21200	183								41,28								42,5												3100		587,35	1,94	27,9929	
19.05.2005	18,04	9,055	79,49	931		19,044	14,452	1547			24,4	21100	183								40,65								42,2												3100		586,8	1,22	28,0055	
20.05.2005	17,86	8,981	80,5	930,97		19,1	14,52	1550,2			24,199	21150	187								40,59								41,6												3100		585,68	2,34	27,9608	
23.05.2005	17,875	9,039	80,2	935,9		19,18	14,5	1559,99			23,753	21397,9	186								40,57								42												3100		587,07	4,21	27,9608	
24.05.2005	18,24	9,1435	81,1	981,01		19,719	14,853	1634,14			24,849	23100	190								41,26								42,57												3100		605,32	5,77	28,0619	
25.05.2005	18	9,08	80,57	967,5		19,4	14,77	1607,23			24,351	23000,01	190,5								41,3								42,17												3100		595,75	6,71	28,0327	
26.05.2005	17,83	9,0505	79,86	981		19,52	14,739	1618,9			24,541	24099	190								41,53								42,06												3100		597,09	4,42	28,0367	
27.05.2005	17,845	9,018	79,61	977,47		19,438	14,708	1629			25,15	24000	191,2								41,24								42,7												3100		597,33	3,24	28,0638	
30.05.2005	17,985	9,0085	79,74	974,1		19,37	14,69	1614			24,76	23799	190,3								41,15								42,4												3100		596,15	5,82	28,0638	
31.05.2005	18,499	9,1845	80,65	983,5		19,4	14,697	1642,01			25,049	25124	196								41,22								41,99												3100		603,89	5,71	28,0919	
01.06.2005	18,46001	9,14	80,01	988		19,195	14,58	1623,3			24,9	25000	193,65								41,09								42,39												3100		601,29	2,06	28,1946	
02.06.2005	18,411	9,1245	80,47	992		19,72	14,89	1662,98			24,973	25400	183,5								41,19								42,2												3000		606,95	1,25	28,2885	
03.06.2005	18,564	9,1	81,8	994		19,977	14,98	1662,02			25,251	25270	184,99								41,32								41,95												3000		609,09	1,44	28,375	
06.06.2005	18,5	9,0945	81,9	990		20,174	15,236	1645			25,75	25545	182								41,34								41,9												3000		606,33	1,77	28,375	
07.06.2005	18,381	9,04	81,45	992,75		20,169	15,241	1633,11			26,2	24850	182,4								41,28								41,97												3000		606,78	1,49	28,429	
08.06.2005	18,435	9,6	81,94	986,51		19,75	14,874	1627			26,692	24850	181,21								41,2								41,98												3000		606,89	1,17	28,4133	
09.06.2005	18,375	9,59	82,19	988		19,93	15,12	1625			26,53	25000	180								40,92								41,85												3000		605,43	1,21	28,3766	
10.06.2005	18,425	9,575	83,2	997,69		20,193	15,427	1633			26,45	25000	181,11								40,94								41,85												3000		611,19	1,29	28,4457	
14.06.2005	18,498	9,5745	83,7	1016		20,6	15,725	1674,5			26,6	25500	183								42,15								42,16												3000		619,97	4,12	28,4457	
15.06.2005	18,42	9,575	82,98	1008		20,67	15,68	1686,97			26,6	25180	182								42,1								42,5												3000		616,69	5,73	28,5658	
16.06.2005	18,56	9,624	83,44	1000		20,73	15,544	1715,95			26,85	25180	181,5								42,3								42,27												3000		618,93	3,28	28,6237	
17.06.2005	18,576	9,8695	83,35	1005,5		21,05	16,048	1732,05			27,01	25250	182,2								42,43								42,5												3000		624,07	2,27	28,6024	
20.06.2005	18,49998	9,827	83,06	1012,5		21,132	16,12	1725,99			26,962	25000	185,33								42,52								42,29												3150		624,66	6,79	28,6024	
21.06.2005	18,412	9,825	82	1009		21,1	16,085	1711			26,747	25000	184,49								42,85								42,38												3200		621,02	5,64	28,4765	
22.06.2005	18,416	10,13	83,58	1028,99		21,576	16,403	1746			27,25	25150	188,5			219					43,54								42,3												3200		628,26	5,12	28,5497	
23.06.2005	18,92	11,0945	84,6	1032,61		21,68	16,7	1743,03			27,146	25200	189,4			223					44,78								42,2												3200		632,39	2,83	28,5528	
24.06.2005	19	11,3075	84,8	1033,75		21,663	16,58	1734			27	25200	186,5			216					44,8								42,33												3200		632,9	2,59	28,6193	
27.06.2005	18,8701	11,45	83,8	1035		21,45	16,514	1703,5			27,45	24950	184,2			211					43,55								41,98												3230		628,38	7,76	28,6193	
28.06.2005	18,84	11,4175	82,98	1039,5		21,18	16,58	1706,5			27,101	24920	185,9			208					42,82								42,05												3230		629,27	9,69	28,5802	
29.06.2005	18,92	11,644	82,67	1034,5		21,019	16,421	1707			27,5	25790	187,5			209					42,65								42,29												3230		630,27	7,74	28,584	
30.06.2005	19,18	11,75	83	1053,97		21,345	16,497	1736,5			28	26500	191			208					42,89								42,29												3300		639,98	7,53	28,6721	
01.07.2005	19,23	11,99	83,6	1074		21,712	16,975	1758			29,47	27900	195,4			210					44,13								42,51												3300		649,08	3,5	28,6282	
04.07.2005	19,191	11,95	84,09	1090		21,98	17	1741,6			29,799	28097	194,5			212					44,1								42,2												3500		653,26	2,85	28,6282	
05.07.2005	19,295	11,9645	83,95	1098,7		22,098	16,881	1745,85			29,9	28501	194			216					43,7								42,2												3425		652,53	1,89	28,8005	
06.07.2005	20,152	12,3555	85,7	1125		22,75	17,325	1807			31,5	30900	200,6			225,95					44,47								42,43												3500		671,59	1,55	28,8333	
07.07.2005	20,308	12,3	85,07	1117,39		22,483	17,175	1805,22			32,5	29500	198			225					44,13								42,5												3500		671,73	1,53	28,8185	
08.07.2005	20,885	12,455	86,88	1133,51		22,7	17,3	1844,88			34	29280	205			229,99					44,4								43,1												3560		681,84	4,02	28,831	
11.07.2005	20,99103	12,4725	88,3	1139,5		22,67	17,4	1849,99			33,25	28905,02	207,5			230					44,5								43												3545		683,42	6,08	28,831	
12.07.2005	20,81	12,358	88,1	1133,9		22,475	17,449	1853,5			32,5	28801	202,84			230					43,98								42,97												3545		678,87	2,91	28,7154	
13.07.2005	21,148	12,8005	88,63	1142,93		22,762	17,45	1864,01			32,7	29275	204,97			234					44,11								42,75												3545		686,44	1,7	28,5938	
14.07.2005	21	12,7225	87,59	1135		22,46	17,41	1857,13			31,94	29099	205,5			230,5					43,89								42,8												3500		682,89	1,95	28,5678	
15.07.2005	20,92	12,6775	87,3	1118,41		22,111	17,1	1836			31,39	28400	200,4			227,81					43,35								44												3570		676,39	3,17	28,6679	
18.07.2005	20,721	12,6395	86,7	1103		21,952	16,852	1826,87			31	28350	198,5			229,4					42,74								43,67												3890		670,44	2,62	28,6679	
19.07.2005	21,245	13,9925	88	1117,55		22,138	17,106	1840,5			32,38	28490	200,5			231					43,37								43,66												3890		679,66	2,6	28,6726	
20.07.2005	21,189	14,001	89,28	1143,3		22,676	17,75	1868			33,55	28920	201			232,51					43,66								43,8												3799,99		687,4	6,03	28,7252	
21.07.2005	21,315	14,45	89,45	1130,95		22,263	17,61	1874			32,72	28600	200			231					43,15								43,65												3700		684,82	7,1	28,6744	
22.07.2005	22,09002	16	89,6	1140,99		22,503	18,035	1925			33,2	29350	210			236					43,44								43,2												3996		695,34	4,06	28,6012	
25.07.2005	23,195	16,75	90,19	1138,54		22,597	18,055	1935			35,2	29100	208,65			242					43,43								43,47												3799		702,46	5,09	28,6012	
26.07.2005	22,171	15,4995	89,69	1134,33		22,33	18,05	1911			36	28930	202			240					43,2								42,91												3702		692,01	3,67	28,6898	
27.07.2005	22,2	15,575	90,18	1152,99		22,452	18,23	1924,48			37,118	29200	204,86			245					43,67								42,01												3780		697,27	1,84	28,6888	
28.07.2005	22,15	15,2505	90,47	1181,77		23,1	18,652	1953			38,1	30000	207,01			246					44								42,07												3770		702,09	3,11	28,7304	
29.07.2005	21,861	14,4435	91,81	1184,9		23,299	18,626	1968,5			37,497	29600	205			240,9					43,89								42,29												3790		700,65	4,56	28,6817	
01.08.2005	22,09	14,55	92,82	1194,8		23,23	18,8	1977			37,795	29800	204,5			243					43,38								42,4												3720		702,34	2,3	28,6817	
02.08.2005	22,25	14,67	94,9	1208,99		23,498	19,23	1996,69			37,797	30200	206,25			244					45,9								42,94												3825		709,94	2,08	28,595	
03.08.2005	21,73	13,91	96,05	1193		23,029	18,855	1973,99			36,99	29700	203,95			242					44,97								42,65												3915		697,87	1,8	28,5826	
04.08.2005	22,6	15,3495	98,99	1206		23,206	19,19	2004			37,89	30050	204			245					47,38								42,77												4118		712,28	1,76	28,604	
05.08.2005	22,64	15,45	98,1	1221,1		23,27	19,499	2006			37,799	30600	206,7			243					47								42,38												4290		715,41	2,24	28,4854	
08.08.2005	22,56998	15,6	98,83	1245,2		23,49	19,75	2007,99			37,752	31211	209			239					46								42,45												4100		718,53	2,38	28,4854	
09.08.2005	22,37001	15,17	98,33	1264		24,04	19,85	2012			37,8	31830	208,1			243,2					46,05								42,25												4000		720,5	1,69	28,4355	
10.08.2005	22,397	15,5875	98,75	1267		24,27	19,628	1991			38,2	32400	214			243,7					46								42,16												4020		721	1,26	28,3791	
11.08.2005	22,099	15,322	98,23	1236,32		23,777	19,08	1966			37,105	31500	211			241,1					45,34								41,98												3985		709,5	1,33	28,3931	
12.08.2005	21,937	15,2605	98,39	1217,7		23,516	18,95	1979			39,701	33890	205,01			243					44,96								41,77												4100		705,08	1,58	28,3788	
15.08.2005	22,4	15,53	99	1234,15		23,631	19,075	1991,99			39,8	36700	205,5			238,5					45,15								41,6												4010,01		714,42	1,91	28,3788	
16.08.2005	22,928	16,45	100,95	1281,21		24,13	19,811	2034			42,745	38700	209			245					46,13								42												4100		738,15	1,39	28,3815	
17.08.2005	23,7	17,6745	104,8	1299		24,32	19,765	2037,5			43,798	40800	207,68			245,1					45,7								42,08												4100		746,58	1,14	28,4161	
18.08.2005	23,83	17,741	102,5	1280,5		23,94	19,732	2020			42,353	38901	208			248					45,68								41,7												4150		743,99	1,27	28,473	
19.08.2005	24,21954	18,3505	104,46	1313		24,4	20,213	2032,01			42,9	38830	211,51			246					47,19								42,09												4195		755,98	2,45	28,4936	
22.08.2005	25,17	19,5005	104,45	1317,03		24,693	20,4	2030,4			42,5	39599,99	214			248					46,95								42												4385		760,54	2,73	28,4936	
23.08.2005	25,6	19,6255	104,6	1320,5		24,483	20,27	2024,08			43,5	39701	216,3			244,81					46,86								41,71												4400		760,82	1,68	28,5852	
24.08.2005	25,54999	19,75	104,1	1322,5		24,801	20,2	2027			43	39800	215			244					47,55								42,14												4408		761,93	1,69	28,5494	
25.08.2005	25,31001	19,845	104,35	1338		25,2	20,353	2016,36			43,297	39899,99	215,2			245,1					47,75								41,7												4365		765,86	4,99	28,5844	
26.08.2005	25,101	18,9255	105,5	1356,5		26,029	20,8	2021			43,35	39400	215,22			241,01					48,2								41,75												4400		768,5	5,07	28,4572	
29.08.2005	25,3	19,1375	106,45	1367		26,5	20,813	2023			43,55	39730	215,28			241					47,8								41,52												4440		772,92	5,52	28,4572	
30.08.2005	25,385	19,1995	106,01	1366,5		26,95	21,015	2036,2			46,077	40175	214			240					49,2								41,69												4460,01		778,38	3,53	28,4368	
31.08.2005	25,51	19,175	107,52	1387,01		27,3	21,202	2035,2			46,1	40100	212,5			236,5					50,77								41,4												4465		784,28	5,26	28,545	
01.09.2005	25,50001	19,2195	109,9	1387,99		27,53	21,253	2076,88			45,65	40200	210			236					49,95								41,58												4450		790,97	1,34	28,5566	
02.09.2005	25,625	19,4165	114,1	1394,01		27,84	21,35	2143			47,1	41650	213,5			234					50,73								41,49												4341		803,67	1,08	28,4637	
05.09.2005	25,31	19,3	119,2	1373		27,5	21,1	2153,67			46,999	41950	215,25			234					50,89								40,99												4200		797,46	1,18	28,4637	
06.09.2005	24,4002	18,5	115,8	1338,51		26,466	20,3	2089			45,4	39899,99	213,69			233,11					48,8								40,17												4250		772,14	1,12	28,1977	
07.09.2005	24,26	18,075	116	1311,49		25,963	19,802	2054			43,48	39893,9	213,02			231					48,05								38,25												4100		758,01	1,24	28,2108	
08.09.2005	25,49999	19,094	117,7	1328		26,098	20,6	2080			44,32	40200	217,03			234,99					49,57								38,65												4300		773,61	1,99	28,2015	
09.09.2005	25,64998	19,125	120,4	1363,98		26,89	21,023	2131,89			46,7	41500	217			237,9					52								39,7												4400		794,92	2,54	28,2562	
12.09.2005	25,41001	18,83	118,1	1356,97		26,51	20,876	2122			46,25	41350	222			241					53,39								39,69												4400		792,24	1,29	28,2562	
13.09.2005	25,899	18,7	118,4	1345		26,1	20,71	2115			45,183	41155	215,7			246					52,27								39,37												4418		786,26	1,3	28,3566	
14.09.2005	25,545	18,71	118,98	1359,85		25,893	20,9	2124,5			44,6	41000	217,1			246,99					52,11								39,2												4400		790	0,98	28,3856	
15.09.2005	25,589	18,65	119,86	1410,01		26,792	21,32	2124,9			45,899	40950	217			247,77					52,7								39,2												4400		801,45	0,93	28,316	
16.09.2005	25,777	18,994	122,76	1478		27,955	22	2090			46,33	41150	219			247					52,04								38,75												4400		811,27	1,02	28,3698	
19.09.2005	26,079	19,1665	126,21	1550		29,888	22,85	2135			48,001	43000	217,1			253,99					51,94								38,64												4200		834,06	1,19	28,3698	
20.09.2005	26,851	19,8455	130,85	1542,5		29,25	22,806	2125,02			49,4	42499	217,89			257					51,11								38,27												4203,01		836,52	1,08	28,4582	
21.09.2005	27	19,8895	147	1591,08		30,248	23,6	2142			50,2	42900	217,4			257					52,2								38,55												4210		858,85	1,09	28,4065	
22.09.2005	26,628	19,575	142,5	1594,51		29,761	23,41	2169			50,9	42510	218,99			261					51,95								39,48												4495		860,07	1,04	28,3812	
23.09.2005	26,927	19,52	142,8	1610,88		29,95	23,437	2166,02			51	42200	218			261					52,06								40,15												4330		864,56	1,53	28,3603	
26.09.2005	26,7	19,36	143,85	1574,1		29,186	23,3	2140			49,245	42201	218,14			258,01					52								40,1												4330		853,78	1,05	28,3603	
27.09.2005	26,998	19,65	148,04263	1632		30,67	23,867	2255			50,89	43650	220,92			266					52,17								41,49												4330		891,71	0,9	28,5463	
28.09.2005	27,501	19,7	149,72	1607		30,29	23,653	2268			52	45400	228,71			265,12					53,28								41,9												4400		886,76	2,01	28,5678	
29.09.2005	27,05	19,5	150,08	1620		30,4	24,001	2236			51,51	46458	227,95			269,99					52,4								40,75												4450		879,19	1,72	28,5366	
30.09.2005	27,39	19,575	149,05	1644		30,606	24,7	2260,01			55,3	49000	226,49			279					52,02								40,8												4899		892,5	2,61	28,5366	
03.10.2005	27,56988	19,65	150,6	1731,8		31,739	25,52	2345			63,33	49899	228,5			280					53,5								41												5000,01		932,87	1,07	28,5366	
04.10.2005	27,45011	19,6005	151,98	1731		31,8	25,66	2352,01			64,3	49500	227			276,5					53,39								41,69												5000		939,44	0,79	28,6132	
05.10.2005	26,85705	19,35	147,1	1650,1		30,265	25,35	2250			58	48500	217,02			270,01					51,35								40,75												4925,01		898,99	0,75	28,643	
06.10.2005	25,998	17,718	138,6	1541,99		28,1	23,09	2111,11			56,89	47000	210			264,79					47,55								39,8												4766,66		846,49	1,17	28,6157	
07.10.2005	25,55101	17,3945	139,5	1532		28,1	23	2107			57,098	46000	209,9			265					46,55								39,8												4600		843,49	1,44	28,5207	
10.10.2005	26,75	18,743	143,58	1567		28,7	23,851	2159			58,99	46830	215			273,5					47,97								39,9												4500		871,91	0,96	28,5207	
11.10.2005	26,961	19,0005	146,23941	1661		30	24,6	2214,9			59,4	48050	215			274					49,6								40												4302		901,55	0,95	28,4708	
12.10.2005	26,2	18,075	141,44	1573		28,075	23,65	2124			55,4	46100,02	207,01			263,51					47,2								39,2												4460		859,7	0,94	28,5562	
13.10.2005	25,29	17,4605	140	1555		27,87	22,585	2079,97			53,68	45000	200,5			267					46,75								38,89												4460		841,45	0,9	28,625	
14.10.2005	24,432	17,125	137,07067	1493		26,25	21,34	2024			49,499	44409,99	198,86			259					45,45								38,2												4460		809,3	1,4	28,599	
17.10.2005	24,701	17,2895	136,9	1527,5		26,3	21,06	2040,99			50,899	45100	197,91			259					45,63								38,3												4460		819,87	1,52	28,599	
18.10.2005	24,889	17,15	138,48	1549,99		26,2	21,23	2027,58			50,995	44700	199,91			258,01					45,69								38,2												4460		821,62	1,04	28,5291	
19.10.2005	23,825	16,51	135,7	1468,98		24,6	20,076	1935,05			49,412	44200	190,77			260					44,35								37												4460		786,56	0,9	28,614	
20.10.2005	24,08998	16,565	136,09	1471,9		24,927	20,253	1943			50,05	43875	192,97			252,12					44,9								36,98												4460		791,2	1,03	28,6715	
21.10.2005	23,865	16,79	135,93922	1476		25,037	20,6	1968			51,2	43400	197,68			246,5					45,51								37,04												4460		797,95	1,03	28,6219	
24.10.2005	24,289	17,2	141,9	1523		25,849	21,252	2021			53,85	43850	201,5			251,9					46,26								37,04												4460		820,94	3,16	28,6219	
25.10.2005	23,905	16,955	142,8	1513		25,771	21,205	2028			52,8	44005,01	200			247					45,34								37												4460		812,1	6,31	28,6248	
26.10.2005	24,5	17,9995	143	1517,03		26,32	21,162	2038			53,493	43900	201,02			247					44,72								36,49												4460		819,87	6,61	28,6087	
27.10.2005	23,85	17,355	138	1471,97		25,39	20,64	1988,7			51	44099,99	196,5			252					43,13								36,06												4460		800,31	7	28,4633	
28.10.2005	24,525	17,775	139	1506		25,885	20,851	2016			51,8	44900	202,54			251,99					43,7								36,05												4460		818,64	8,06	28,4793	
31.10.2005	25,379	18,1745	142,2	1570,5		26,86	21,401	2093			53,9	46100	207,01			253,8					44,41								36,5												4460		842,52	12,13	28,4793	
01.11.2005	25,375	18,0275	142,9	1570		27,398	21,75	2116,89			52,602	46740	207,99			256					44,67								36,3												4460		844,43	5,03	28,503	
02.11.2005	26,34999	19,65	144,72	1616,5		28,45	22,113	2169			57,01	47400	209,9			263,85					46,6								36,5												4460		873,34	2,32	28,581	
03.11.2005	26,77	19,5	144,99	1630		28,49	22,05	2149			59,15	47000	214,5			263					46,29								38,83												4460		880,13	3,36	28,5805	
07.11.2005	27,11002	19,956	144,05	1625,8		28,3	22,17	2161			57,8	48050,01	211,72			266					46,26								38,9												4460		880,45	4,01	28,5805	
08.11.2005	27,095	19,715	144,5	1634,9		28,316	22,107	2189			56,447	48500	212			264,5					46,18								38,7												4460		880,14	3,37	28,7593	
09.11.2005	27,285	19,725	146,17	1634,5		28,695	22,88	2204,9			57,701	48900	214			261,5					46,57								38,7												4460		884,85	3,46	28,8389	
10.11.2005	27,85	19,7275	144,4	1595		28,04	22,552	2200,02			57,7	47750	212			259,5					46,5								38,03												4460		874,53	4,36	28,828	
11.11.2005	28,349	19,9745	143,05	1591		28,04	22,701	2191			57,55	48000	211,74			259,5					46,92								38,39												4460		880,31	5,52	28,8135	
14.11.2005	29,823	20,6	144,48	1620		28,53	23,15	2234			59,27	48000	213			265					47,91								38,34												4460		903,94	6,19	28,8135	
15.11.2005	31,37	21,305	143,35	1594,01		28,081	23	2223,5			57,815	47701,01	209,68			271					48,9								38,09												4460		904,86	7,32	28,825	
16.11.2005	30,53	21,355	144,5	1593,8		28,39	23,051	2264			59	47060	210,45			266,8					48,35								37,7												4460		905,86	6,81	28,8503	
17.11.2005	31,3	22,2265	144,7	1627		28,96	23,451	2331,3			61,5	47825,1	216,2			269					49,5								38,11												4460		929,99	6,23	28,838	
18.11.2005	31,101	21,9835	145,5	1615		29,07	23,501	2375,05			61,2	47781	216			270					49,99								37,98												4460		928,14	5,52	28,876	
21.11.2005	31,323	22,84	147,06	1627,5		29,8	23,762	2355			60,89	47950	217,29			270					50,2								37,54												4460		930,12	6,82	28,876	
22.11.2005	31,189	22,725	151,25	1635		29,85	23,898	2315			60,311	47870	215			271					49,06								37,32												4460		923,84	5,67	28,7745	
23.11.2005	31,2	22,6	151,95	1636		30	23,85	2325			59,8	47600	203,94			272,4					49,09								37,08												4460		920,52	5,73	28,8108	
24.11.2005	31,28	22,845	160	1660,5		30,89	24,91	2410			60,888	49450	204			270,05					49,73								37,45												4460		931,48	6,33	28,7267	
25.11.2005	31,49398	22,9255	161,84	1662		30,5	24,525	2483			61,4	49580	205			273,7					50,3								37,15												4460		940,63	6,5	28,741	
28.11.2005	31,98	23	168,4	1642		30,1	24,505	2460			61,51	51499	205,8			271					50,4								37												4460		940,28	8,2	28,741	
29.11.2005	31,65	23,085	167,5	1641,1		29,92	24,56	2441,15			60,507	51799	204			269,5					49,5								36,53												4460		937,65	9,19	28,8698	
30.11.2005	31,85641	23,84	171,45	1645		29,561	24,551	2431			60,6	51600	203,9			264,1					49,41								37,15												4460		944,55	8,5	28,7312	
01.12.2005	33	24,7735	180,04	1680		30,45	25,14	2496			61,98	52775	205,96			272,95					51,42								37,95												4460		970,34	5,61	28,7792	
02.12.2005	34,099	25,1505	183,79	1703,9		31,13	25,135	2551			62,05	54200	206,6			280					50,95								37,9												4460		985,99	4,31	28,816	
05.12.2005	34,225	25,36	183	1720		31,226	25	2532			62,95	54400	205			279					50,49								38,69												4460		985,81	3,58	28,816	
06.12.2005	33,83116	25,015	182,9	1721		31,21	25,36	2510,24			62,5	54481	202,99			279,89					50,35								42,97												4460		983,36	5,6	28,9978	
07.12.2005	34,73	25,315	179,88	1735,07		31,512	25,612	2511			62,46	55249,99	201			297					49,48								44,01												4460		991,76	5,38	28,9123	
08.12.2005	34,5	24,9945	183,22	1729,99		31,19	25,61	2480			61,22	55400	199			296					48,82								42,25												4460		993,77	3,91	28,9261	
09.12.2005	34,685	25,1055	180,3	1735,98		31,295	25,7	2480			62	55800	201,49			292,25					49,35								42,05												4460		994,96	3,51	28,9799	
12.12.2005	35,038	26,1	184,89	1748		31,599	25,851	2522			62,18	57625	201,2			293,49					50,12								41,48												4460		1003,17	4,1	28,9799	
13.12.2005	34,87	26,189	184,5	1747		31,123	25,89	2513,99			61,812	57200	196,5			296,4					49,7								40,76												4460		998,9	4,4	28,8571	
14.12.2005	34,607	26,69	184,33	1754,9		30,912	25,902	2502,15			61,9	59400	196,8			290,8					49,59								41,55												4460		997,07	6,1	28,7135	
15.12.2005	34,722	27,349	184,89	1738,5		30,551	26,235	2470			61,652	60850	193,1			287,05					48,5								41,4												4460		993,43	5,17	28,661	
16.12.2005	34,69	27,6755	188,56045	1752,6		30,88	26,032	2459			61,89	60875	194,56			285					48,85								41,19												4460		996,15	4,46	28,6892	
19.12.2005	34,844	27,76	195	1749,7		31,031	25,912	2470			61,55	61250	195			280,55					48,93								41,2												4460		1000,44	4,1	28,6892	
20.12.2005	34,65	28,5275	194,47	1743,65		30,965	25,581	2488,74			60,999	61100	194,25			284					48,7								40,51												4460		995,79	5,69	28,64	
21.12.2005	34,83	29,725	193,9	1746,91		31,399	25,947	2513,9			61,5	62710	196,49			285					48,8								39,76												4460		1001,79	4,85	28,6649	
22.12.2005	36,97	32,4495	194,4	1743,5		31,48	26,15	2589,99			61,5	68000	195,84			283					49,3								39,6												4460		1020,3	3,73	28,7629	
23.12.2005	37,39999	30,9075	193,99	1734		31,099	25,9	2579			61,44	67600	195,94			286,9					48,95								39,7												4460		1015,95	3,39	28,84	
26.12.2005	37,925	32,9925	193	1731,99		30,93	25,84	2568			61	67750	195,7			287					48,88								39,45												4460		1018,35	6,9	28,84	
27.12.2005	37,71503	32,85	193,85	1723		30,492	25,65	2560			61	68250	196,15			288					49,96								39,25												4460		1013,36	4,59	28,8059	
28.12.2005	37,261	31,85	193,99	1711,99		30,332	25,3	2550			60,365	67790	195			287					49,6								39,41												4460		1004,57	4,29	28,8177	
29.12.2005	37,88	32,4	193,99	1704		30,75	25,601	2553			59,999	69070	193,87			286					50,6								40,58												4460		1010,11	4,98	28,7472	
30.12.2005	37,66272	31,961	194,5	1704,52		31,04	25,84	2557,53			61,194	68950	193,5			289					50,6								40												4460		1011	4,25	28,79	
10.01.2006	40,08	36,421	219,8	1811,99		35,2	27,647	2357			66,8	76202	200,5			292,01					52,19								40,12												4460		1064,91	2,66	28,79	
11.01.2006	42,1	40,7	222	1820,97		36,212	28,3	2262,1			65,5	77000	200			305,01					52,05								49												4460		1088,03	1,39	28,4821	
12.01.2006	47,503	42,15	241,3	1901,89		35,84	29,19	2232,1			70,5	75900	200,9			305					52,1								46,13												4460		1129,74	1,02	28,4834	
13.01.2006	45,51	41,4975	241	1919,82		35,1	28,45	2150			72,15	76500	197,99			304,5					52,35								46,1												4460		1114,21	1,03	28,3966	
16.01.2006	45,83	40,6	240,8	2039,99		36,52	29,505	2235			75	77850	199,75			304,1					53,19								45,55												4460		1150,34	0,87	28,3966	
17.01.2006	43,10001	38,85	229,85	2048		35,599	28,411	2200			73,995	73600	196,85			300,51					51,71								44,61												4460		1124,79	1	28,3007	
18.01.2006	40,51	36,3	218,77	2064,99		35,47	27,852	2182,01			73,9	70800	195			305					51,22								45	19											4460		1103,71	0,97	28,2697	
19.01.2006	43,17999	40,9265	224	2126,05		36,601	29,6	2269,99			76	75000	197			317,47					51,85								46,16	16											4460		1147,8	0,93	28,3023	
